55861	56479
55656	56479
55475	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
55460	56479
