51051	51854
50982	51854
50866	51854
50846	51854
50776	51854
50776	51854
50769	51854
50733	51854
50733	51854
50702	51854
50691	51854
50691	51854
50691	51854
50691	51854
50689	51854
50613	51854
50613	51854
50606	51854
50595	51854
50579	51854
50577	51854
50571	51854
50571	51854
50558	51854
50558	51854
50558	51854
50558	51854
50558	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
50557	51854
